10000,from,to,weight
2543,6692,4651,1.08
2544,8638,3338,8.24
2545,3224,3499,2.73
2546,3941,1605,7.11
2547,1580,3920,2.45
2548,3508,7326,5.55
2549,6798,229,12.26
2550,3096,2473,9.84
2551,6439,9735,1.31
2552,4908,9610,8.54
2553,7837,6321,4.04
2554,8225,5395,7.14
2555,8638,8820,6.26
2556,5105,8728,7.96
2557,2952,6295,3.98
2558,7402,572,8.12
2559,7738,3283,12.21
2560,3154,3790,0.92
2561,2897,4109,19.16
2562,9898,4198,16.34
2563,9719,7636,21.79
2564,620,5000,1.43
2565,8815,3212,1.07
2566,5168,6403,19.61
2567,3584,6668,8.96
2568,9650,5271,10.21
2569,5651,52,4.6
2570,6798,412,8.84
2571,2430,5085,2.53
2572,4212,9705,15.69
2573,2374,3321,14.05
2574,381,3722,0.47
2575,7106,9917,5.79
2576,7154,60,15.93
2577,9436,3747,1.39
2578,1444,4827,1.38
2579,9037,9607,10.87
2580,8643,6027,3.45
2581,8462,8787,6.88
2582,6856,1676,13.99
2583,1983,3457,4.62
2584,5912,4529,3.95
2585,3691,8783,6.48
2586,5238,9720,9.65
2587,1992,7886,5.7
2588,3090,5111,3.26
2589,5522,3284,2.08
2590,1350,4130,14.58
2591,6848,3359,6.26
2592,9078,1583,6.16
2593,1152,4901,37.43
2594,2726,2235,0.23
2595,5471,4248,5.76
2596,5191,5684,7.48
2597,1092,2992,8.75
2598,69,5340,8.1
2599,2698,7367,9.32
2600,8023,4742,19.24
2601,1761,5088,20.77
2602,5826,5855,5.37
2603,5970,7915,14.08
2604,4886,3031,6.38
2605,1410,6224,21.73
2606,6333,1037,5.02
2607,4083,3064,3.52
2608,6739,6404,4.43
2609,8586,5758,7.28
2610,1826,8832,8.62
2611,4805,3027,2.55
2612,7131,7372,2.69
2613,9196,5056,6.17
2614,2393,8599,7.43
2615,4410,4718,5.73
2616,887,3881,4.11
2617,1839,197,0.52
2618,8408,1371,1.88
2619,9975,5552,11.19
2620,90,8200,8.86
2621,4408,8942,2.06
2622,7430,5162,18.15
2623,644,4805,4.61
2624,7238,5672,15.23
2625,6928,7840,2.84
2626,3532,5140,4.27
2627,1048,7660,6.74
2628,5677,158,4.09
2629,854,828,6.81
2630,4638,2443,1.09
2631,6003,5909,6.27
2632,638,593,1.13
2633,2524,5343,3.37
2634,9549,1150,8.37
2635,7006,6368,0.29
2636,7592,6592,16.16
2637,4965,1869,2.03
2638,7221,338,6.11
2639,4495,3706,9.3
2640,3443,1996,6.27
2641,6281,5850,7.17
2642,9374,6618,1.2
2643,7876,9962,0.42
2644,1423,765,3.03
2645,4370,5329,5.92
2646,7421,290,14.07
2647,4724,7559,1.81
2648,6180,7489,5.01
2649,6205,2338,1.41
2650,4059,4693,0.53
2651,2586,6525,19.45
2652,4223,1905,16.42
2653,2387,5600,15.77
2654,1065,5721,29.25
2655,8263,7108,8.1
2656,7540,3595,9.13
2657,7411,8794,1.54
2658,6023,4720,9.36
2659,2219,6030,10.28
2660,1522,5613,1.61
2661,4987,3957,3.75
2662,7347,1935,2.33
2663,7486,5977,18.35
2664,5947,608,21.43
2665,6485,4557,2.05
2666,29,1396,3.99
2667,4459,9000,9.7
2668,1323,3555,12.92
2669,4925,532,0.14
2670,4823,9338,9.95
2671,1900,3298,11.52
2672,5561,7494,13.08
2673,4746,5818,11.49
2674,1771,7356,13.83
2675,6184,8361,18.95
2676,9846,5782,16.67
2677,8360,5520,15.06
2678,495,9439,3.01
2679,596,205,5.31
2680,4630,2658,10.43
2681,4107,7747,5.96
2682,4312,4741,5.54
2683,6869,7977,2.92
2684,9384,2134,3.37
2685,3861,8209,1.57
2686,6042,2617,14.28
2687,9696,5628,3.98
2688,3787,2346,12.61
2689,1177,6008,0.23
2690,7322,6059,4.01
2691,3278,1183,3.59
2692,1093,3865,13.1
2693,8082,3526,11.98
2694,3705,7622,14.41
2695,8563,9776,17.41
2696,9635,5240,7.07
2697,9051,6675,4.5
2698,5879,9539,6.41
2699,3212,8979,5.95
2700,9659,1210,11.8
2701,3358,8058,0.33
2702,5138,2754,4.97
2703,6647,8711,13.85
2704,7610,1130,15.36
2705,7477,8357,8.03
2706,1734,6108,0.31
2707,6584,8655,11.38
2708,9364,6502,14.24
2709,2665,6008,12.71
2710,8398,3898,3.51
2711,5416,3156,4.75
2712,1082,6801,7.39
2713,5226,5769,1.44
2714,8496,2749,9.4
2715,3519,486,22.15
2716,475,2868,14.15
2717,3939,4444,5.04
2718,8627,1940,3.78
2719,9182,6103,19.03
2720,2089,8596,9.8
2721,3277,5000,2.88
2722,3584,514,2.94
2723,3456,2240,11.37
2724,5601,1750,3.26
2725,6025,8972,1.5
2726,7074,5265,19.33
2727,7283,8190,1.24
2728,54,6320,2.33
2729,1255,1607,5.23
2730,8097,230,6.77
2731,7573,1225,7.65
2732,288,9029,3.29
2733,2649,7931,3.71
2734,3795,5110,20.24
2735,4393,8969,0.07
2736,8636,3989,8.04
2737,1242,5922,1.18
2738,1185,1712,4.25
2739,4520,9168,0.72
2740,6779,4724,3.41
2741,9905,916,14.68
2742,4159,3263,3.49
2743,472,80,14.13
2744,1447,8938,14.06
2745,5897,4906,23.37
2746,8115,7677,2.03
2747,2254,885,8.4
2748,1194,8568,5.23
2749,9372,5208,12.68
2750,9183,1850,24.97
2751,7707,5308,2.83
2752,5862,5254,0.75
2753,9041,6001,9.54
2754,1627,1754,1.79
2755,6915,7871,7.01
2756,4460,7858,6.38
2757,6716,5374,1.67
2758,4245,7425,27.95
2759,9101,3467,6.8
2760,8210,4810,2.05
2761,6124,4640,12.62
2762,1366,8884,14.45
2763,3140,3422,2.77
2764,6349,2368,21.47
2765,4682,1418,1.59
2766,7524,693,0.7
2767,9089,9076,6.82
2768,9017,5000,5.57
2769,6790,4110,11.96
2770,9548,1096,17.0
2771,9234,2197,8.22
2772,537,4703,11.31
2773,2379,3121,0.91
2774,7330,4797,7.83
2775,5672,6291,14.92
2776,6815,3511,13.58
2777,8471,9258,17.51
2778,9857,5309,12.13
2779,9050,593,17.6
2780,6235,6822,13.27
2781,2798,8001,1.77
2782,5636,4024,3.35
2783,7529,3905,14.54
2784,5620,3468,3.75
2785,7917,7570,5.98
2786,6357,1880,9.09
2787,8919,8021,4.34
2788,6177,7303,1.16
2789,3662,1493,5.88
2790,9796,202,4.96
2791,5592,7554,6.8
2792,9480,4967,8.62
2793,4569,5508,10.87
2794,2020,8750,3.93
2795,2604,9133,12.92
2796,5543,2270,30.58
2797,3662,7115,24.18
2798,6640,6837,4.07
2799,9099,6973,13.51
2800,2421,2249,8.24
2801,6820,4188,6.05
2802,8381,9081,5.33
2803,7094,9534,6.41
2804,7497,2030,16.83
2805,1818,6909,0.26
2806,9100,8397,10.3
2807,3641,5596,4.17
2808,8735,7690,1.55
2809,22,7338,9.2
2810,2908,585,9.01
2811,1491,3168,13.54
2812,1941,9964,7.91
2813,3277,277,7.98
2814,5917,3965,20.29
2815,9748,8083,10.84
2816,9385,7716,5.56
2817,549,7160,22.32
2818,8935,5465,27.54
2819,4160,7295,11.62
2820,4700,1855,15.2
2821,3891,4569,10.98
2822,4342,2321,3.36
2823,9586,5130,2.23
2824,9339,792,6.62
2825,6216,3571,2.15
2826,3417,8133,3.0
2827,9845,3577,0.44
2828,7839,7916,8.24
2829,3968,6092,4.81
2830,4347,7249,2.75
2831,3642,9722,1.03
2832,1731,1862,9.63
2833,9708,4604,4.95
2834,5253,6348,2.13
2835,4203,7826,12.78
2836,8343,8962,19.64
2837,4054,728,8.2
2838,5740,8898,3.67
2839,5897,6313,12.25
2840,8584,7026,2.32
2841,899,1776,13.1
2842,26,9634,9.41
2843,2289,5844,1.36
2844,2324,7811,0.9
2845,3085,2707,0.56
2846,3121,3349,15.9
2847,5965,8721,19.74
2848,8738,2126,14.59
2849,206,2952,18.0
2850,9444,6768,3.03
2851,8432,2810,1.71
2852,9601,7956,6.06
2853,1751,4157,18.62
2854,3844,1953,0.67
2855,5757,9253,10.73
2856,6515,1215,12.45
2857,380,7538,11.51
2858,6573,9328,3.97
2859,719,7725,28.26
2860,3224,3483,19.05
2861,8872,7959,6.7
2862,7673,2997,2.99
2863,7649,7392,10.62
2864,3350,5445,11.79
2865,2821,5465,11.94
2866,3105,8543,7.72
2867,5655,6897,11.44
2868,145,1390,4.02
2869,4479,9249,3.89
2870,6213,2128,10.23
2871,9151,4281,3.57
2872,2237,5249,0.55
2873,8543,5602,4.09
2874,8131,2053,0.7
2875,8102,4245,4.75
2876,9944,9101,3.55
2877,554,559,5.53
2878,6186,2819,4.6
2879,4479,5732,23.94
2880,7857,7689,0.59
2881,4940,9174,1.33
2882,4848,477,9.31
2883,1347,5872,4.09
2884,1319,1137,5.0
2885,6121,963,0.8
2886,2854,7925,5.49
2887,7158,8074,1.88
2888,6577,9471,10.65
2889,4979,5781,26.78
2890,4612,6901,10.72
2891,6921,6499,5.35
2892,2767,1585,11.61
2893,6937,4380,17.08
2894,7738,1244,0.61
2895,8077,1592,14.59
2896,5756,5684,1.02
2897,3428,3780,15.42
2898,8542,7919,18.8
2899,7349,3484,6.36
2900,7069,2392,10.13
2901,2372,7004,8.26
2902,3263,1962,3.65
2903,4035,4886,4.75
2904,1725,5047,14.05
2905,226,6807,1.43
2906,6322,6352,19.23
2907,9982,5470,7.37
2908,4818,4158,5.56
2909,7847,7943,15.09
2910,1551,9195,0.03
2911,1865,2366,2.85
2912,5370,6798,2.96
2913,9549,3012,6.02
2914,9752,1751,19.91
2915,3681,9768,12.23
2916,4650,1592,11.64
2917,5147,8056,4.3
2918,8421,1789,5.68
2919,7347,4392,11.43
2920,8304,6968,5.22
2921,2543,1613,22.11
2922,6114,2425,7.93
2923,7299,5959,10.74
2924,58,1364,0.88
2925,8930,6450,3.93
2926,3318,6350,5.47
2927,155,6842,8.2
2928,559,1911,0.16
2929,9391,2169,10.6
2930,4034,7013,16.35
2931,8865,4247,13.63
2932,3308,4443,11.0
2933,7012,2609,1.57
2934,8185,6838,17.81
2935,4360,1706,10.45
2936,2856,8085,1.2
2937,307,4068,5.78
2938,5969,3047,3.03
2939,8610,6369,1.14
2940,1747,5947,13.13
2941,3934,9862,13.05
2942,9807,3592,4.77
2943,3769,8278,2.99
2944,629,5022,17.49
2945,5682,3474,2.51
2946,4738,2476,18.86
2947,4015,8038,8.7
2948,8280,9870,10.39
2949,3886,8476,2.6
2950,6219,3936,14.0
2951,9059,8946,7.6
2952,7297,5787,19.22
2953,7679,2749,6.5
2954,1285,9549,4.11
2955,6718,6498,3.62
2956,9202,7370,2.52
2957,3759,7356,9.79
2958,9427,4211,7.49
2959,1883,214,5.06
2960,9396,116,6.02
2961,7660,7640,6.47
2962,5429,7384,2.66
2963,7088,2421,6.79
2964,2316,5879,11.07
2965,4509,8676,5.66
2966,5411,6902,4.45
2967,2094,9816,7.19
2968,2763,9863,2.29
2969,5866,4171,10.84
2970,8541,5931,14.6
2971,4572,1438,3.71
2972,5497,4769,1.67
2973,9765,8185,7.11
2974,2332,8875,18.33
2975,8657,7593,8.27
2976,8444,5905,2.22
2977,4212,6268,11.79
2978,4552,8578,12.77
2979,1840,3903,5.93
2980,2412,2589,4.36
2981,6965,6832,10.98
2982,9317,443,1.69
2983,6036,3042,4.68
2984,8333,9779,1.25
2985,3206,3584,4.3
2986,4862,7856,3.23
2987,4360,9131,3.09
2988,538,1247,8.21
2989,8468,382,12.78
2990,1018,5010,9.91
2991,7567,6419,3.24
2992,9633,5562,2.18
2993,4999,6302,2.72
2994,9815,4293,13.68
2995,4698,7599,7.85
2996,413,3121,0.63
2997,4635,1655,8.23
2998,1172,3989,1.13
2999,5519,7549,1.33
3000,1346,5578,10.52
3001,3689,4252,0.69
3002,3949,6550,13.87
3003,2201,5988,7.07
3004,1368,617,3.6
3005,8581,9701,0.36
3006,2519,4925,16.64
3007,9840,2055,8.81
3008,7556,4458,6.86
3009,3457,8767,1.6
3010,751,2645,19.99
3011,9534,8935,1.67
3012,199,9709,12.14
3013,7549,9083,9.44
3014,1201,2907,4.1
3015,784,4393,2.55
3016,5476,7573,9.93
3017,639,8788,0.63
3018,4131,9945,2.96
3019,6222,1006,4.24
3020,3966,9549,10.68
3021,8205,1920,0.58
3022,4310,9741,11.83
3023,3754,8645,0.98
3024,2539,3832,5.33
3025,4626,321,2.37
3026,9295,4211,6.49
3027,8673,2987,2.8
3028,7151,1361,7.2
3029,6670,3669,3.64
3030,1219,7121,19.92
3031,1209,5103,3.25
3032,334,7804,2.86
3033,7132,3526,1.6
3034,7555,7841,2.7
3035,8946,5272,1.31
3036,3179,957,7.8
3037,8337,5613,3.49
3038,5274,6879,15.17
3039,1279,3547,8.55
3040,9969,1961,2.92
3041,3563,240,2.02
3042,8407,1137,15.23
3043,3856,348,8.77
3044,4407,9097,1.17
3045,3621,7475,8.92
3046,8327,3314,5.7
3047,951,4326,1.58
3048,6038,8194,0.06
3049,8202,9394,8.49
3050,4154,7007,6.13
3051,2038,6937,8.94
3052,4386,8767,1.79
3053,7041,5176,4.85
3054,9260,9971,10.04
3055,8836,258,2.02
3056,8399,3661,2.62
3057,4553,5500,4.81
3058,8365,8888,0.67
3059,46,9443,11.27
3060,9133,3207,14.54
3061,3166,5805,14.78
3062,2428,9483,1.08
3063,8562,901,0.92
3064,4161,4883,6.54
3065,1199,2514,13.63
3066,6132,7140,3.49
3067,1020,9094,6.05
3068,5017,8842,7.77
3069,5074,5665,10.13
3070,1375,1632,10.02
3071,6265,3367,22.08
3072,6446,534,9.04
3073,3069,3741,10.47
3074,1145,7181,4.9
3075,8677,9213,7.54
3076,1699,3199,8.8
3077,4964,7370,14.92
3078,3912,6292,9.69
3079,5020,2420,3.73
3080,9602,2900,0.99
3081,4907,462,8.84
3082,8133,8612,8.61
3083,8449,444,7.42
3084,6699,8350,16.84
3085,2058,2192,8.25
3086,1011,5668,5.21
3087,7956,6976,12.81
3088,7464,7817,1.78
3089,9724,7025,6.54
3090,3492,6641,12.42
3091,5026,2138,8.02
3092,8511,7797,4.34
3093,725,7452,10.85
3094,6623,166,21.37
3095,3260,2957,7.63
3096,1084,9167,5.6
3097,5995,1746,6.69
3098,6921,7711,8.35
3099,6198,3773,7.21
3100,6490,8863,7.05
3101,7981,6794,2.77
3102,8232,4283,24.44
3103,8260,4794,3.11
3104,6353,5057,5.17
3105,5511,6138,7.68
3106,1949,1698,7.2
3107,8307,6832,14.25
3108,7234,8110,10.23
3109,4257,6055,8.46
3110,7270,8646,1.68
3111,5811,7309,6.31
3112,848,5966,2.93
3113,3947,9701,7.49
3114,4227,5485,8.79
3115,6955,858,8.95
3116,8785,8201,9.92
3117,6863,6737,3.4
3118,7375,1777,13.5
3119,9932,873,1.34
3120,6655,755,13.11
3121,1424,7834,8.75
3122,8903,31,1.19
3123,8942,1389,11.95
3124,547,5179,8.29
3125,3737,1475,16.82
3126,7875,2918,2.66
3127,9976,3436,0.2
3128,8782,8829,0.06
3129,5259,8084,0.87
3130,8837,5194,6.73
3131,1435,9405,9.55
3132,7280,886,9.62
3133,7175,9585,2.65
3134,1224,4779,16.18
3135,8173,6321,12.03
3136,3464,419,19.39
3137,8079,4286,3.57
3138,9308,8542,1.89
3139,6123,9897,3.92
3140,5102,247,16.25
3141,8568,4152,12.12
3142,7478,6650,10.6
3143,6899,6578,1.17
3144,4493,1150,15.16
3145,5238,8616,14.93
3146,7578,6951,2.02
3147,4419,6481,6.8
3148,8984,2394,7.05
3149,5524,6068,12.76
3150,1249,2876,7.82
3151,9948,9416,14.92
3152,1716,9039,10.08
3153,6187,7996,1.95
3154,9791,5955,9.92
3155,803,5681,12.81
3156,4972,5426,12.89
3157,2603,8666,9.36
3158,4254,7632,17.25
3159,8900,38,7.9
3160,5745,872,22.1
3161,3712,1259,2.49
3162,8370,7101,12.02
3163,4145,4095,9.73
3164,2868,4230,0.26
3165,4755,234,5.64
3166,4466,8212,15.8
3167,4183,6775,4.2
3168,8712,5484,15.23
3169,2445,4845,5.5
3170,6117,540,9.94
3171,404,1041,3.73
3172,9241,3746,5.32
3173,9836,8027,7.99
3174,106,9696,1.9
3175,9363,6752,12.12
3176,2129,1143,7.01
3177,6934,1643,4.38
3178,8852,3514,6.38
3179,141,3959,21.77
3180,2066,7543,1.69
3181,1704,4928,6.49
3182,8602,6794,2.86
3183,6347,5459,7.12
3184,5087,2683,8.38
3185,4627,6693,24.05
3186,7343,4355,29.07
3187,2689,746,11.86
3188,2473,8904,3.97
3189,695,2808,11.91
3190,6814,3058,0.24
3191,8935,149,14.0
3192,2692,8312,2.21
3193,8012,2040,6.39
3194,340,451,3.76
3195,2171,7821,2.16
3196,5186,8139,5.4
3197,3032,4931,1.52
3198,2431,3107,4.18
3199,5368,3440,6.18
3200,7028,9490,8.29
3201,7884,8515,21.6
3202,3782,8443,3.78
3203,3575,6130,8.38
3204,8913,4912,18.0
3205,7443,1510,4.28
3206,8507,2589,6.0
3207,5225,8159,17.89
3208,6534,744,14.93
3209,2098,9147,9.76
3210,7290,8709,11.41
3211,2853,6117,17.16
3212,9130,8402,10.12
3213,8626,3080,2.2
3214,8921,1951,7.17
3215,3142,8200,2.97
3216,9459,2414,4.92
3217,5618,2924,12.14
3218,5828,2733,12.09
3219,1569,2379,11.88
3220,9514,9090,17.1
3221,3884,1508,14.92
3222,3109,3879,13.23
3223,2416,2267,20.12
3224,2922,9899,11.19
3225,7436,5653,6.46
3226,1550,7012,22.06
3227,424,385,18.32
3228,5764,9152,3.66
3229,5493,2358,1.26
3230,3105,6978,0.65
3231,5991,3781,1.46
3232,8913,8142,2.5
3233,5193,8215,7.22
3234,3964,7773,2.55
3235,5451,3036,13.25
3236,1522,9294,10.07
3237,7225,9661,1.43
3238,5784,5914,19.36
3239,1209,7965,5.25
3240,2659,467,14.51
3241,9475,1133,0.98
3242,8309,5876,10.03
3243,6229,8617,21.84
3244,7243,1809,12.89
3245,6119,405,5.29
3246,4741,8550,9.36
3247,9473,1776,10.06
3248,2748,638,0.32
3249,9699,7136,15.09
3250,4398,5342,4.78
3251,300,9965,2.81
3252,1655,2458,16.85
3253,2727,6219,5.02
3254,22,4276,3.03
3255,2648,4347,4.31
3256,9134,1421,2.26
3257,6604,8851,2.17
3258,3552,2978,5.21
3259,1709,1102,1.69
3260,4940,6172,10.6
3261,8153,5630,3.9
3262,1705,2612,11.67
3263,8107,1274,6.49
3264,365,1247,3.34
3265,5621,6030,9.28
3266,6051,6861,16.06
3267,9382,7885,15.13
3268,5261,3725,4.29
3269,6907,5643,12.37
3270,5373,4230,8.52
3271,9313,5797,17.15
3272,2253,6203,9.13
3273,2007,9185,10.14
3274,815,2399,1.19
3275,6265,1304,7.73
3276,8354,2999,9.4
3277,4376,2771,3.32
3278,1344,506,2.68
3279,9392,5823,7.56
3280,1319,2971,4.22
3281,5950,2659,17.59
3282,8767,2803,3.63
3283,8998,652,8.17
3284,8773,1862,4.35
3285,7068,3735,7.22
3286,3838,3536,3.74
3287,6854,1311,6.26
3288,4674,3922,11.69
3289,3807,497,15.55
3290,5755,4404,16.83
3291,1849,9275,13.63
3292,9571,173,1.16
3293,1689,8520,7.35
3294,486,897,8.5
3295,1246,4411,2.33
3296,4742,5375,5.45
3297,6326,6150,9.45
3298,2706,197,3.96
3299,481,5647,4.44
3300,2956,149,4.51
3301,9904,2966,22.93
3302,4733,3335,7.53
3303,1125,8601,13.02
3304,3042,6222,7.4
3305,8640,9269,4.52
3306,6936,5126,3.75
3307,2056,2539,14.87
3308,8435,646,13.84
3309,8946,5635,5.23
3310,6076,4911,14.44
3311,4214,3066,12.06
3312,2758,9846,8.98
3313,219,9533,12.07
3314,6991,1382,2.69
3315,7060,3455,13.71
3316,3894,4346,1.02
3317,1732,9269,10.81
3318,5141,4121,5.77
3319,3956,4918,9.63
3320,3443,77,9.7
3321,9369,1027,6.96
3322,8161,78,6.87
3323,5329,1012,2.0
3324,5147,9067,9.65
3325,2776,3461,12.84
3326,4787,6856,0.61
3327,3242,1915,1.13
3328,5697,1649,16.32
3329,1536,3896,6.68
3330,4325,3531,17.67
3331,290,6586,11.99
3332,887,9876,5.59
3333,2118,5267,10.79
3334,2550,6876,18.04
3335,2687,7769,8.35
3336,150,5289,6.29
3337,5849,3756,7.37
3338,7567,5255,1.02
3339,6518,5644,4.23
3340,8681,248,1.74
3341,7292,2144,9.05
3342,1118,4416,4.9
3343,1623,4207,2.01
3344,9970,6362,18.65
3345,4649,6174,4.5
3346,9663,2532,3.49
3347,7937,753,18.45
3348,2566,1914,6.85
3349,727,756,6.03
3350,9634,9046,2.27
3351,9368,1402,7.66
3352,6924,8830,9.9
3353,1756,1133,8.58
3354,8389,1836,1.23
3355,5690,3527,10.93
3356,4125,3308,3.78
3357,371,1082,17.36
3358,5018,2826,9.56
3359,6576,7044,1.82
3360,9757,3342,8.43
3361,6232,5812,8.75
3362,5432,3686,11.17
3363,6895,4953,7.27
3364,4878,1227,9.64
3365,3373,9660,5.21
3366,7922,5913,1.88
3367,7959,3494,6.71
3368,1409,6177,4.8
3369,6423,1246,0.37
3370,3495,7863,0.4
3371,2620,198,7.75
3372,2557,5,12.82
3373,3838,3132,12.76
3374,1077,7584,27.75
3375,5038,4092,0.83
3376,6169,3273,11.71
3377,5216,8909,6.52
3378,949,983,13.63
3379,4714,4419,4.21
3380,5442,7740,1.91
3381,5206,620,8.7
3382,295,7761,16.01
3383,8912,7132,13.87
3384,5659,831,9.93
3385,2603,5679,6.98
3386,7957,1014,3.52
3387,2659,7245,8.98
3388,7803,6689,0.33
3389,6203,1716,2.97
3390,2851,8933,1.56
3391,8577,5710,1.72
3392,2970,6182,3.37
3393,9872,3704,12.16
3394,6926,69,3.39
3395,5031,8467,2.17
3396,9003,7877,6.51
3397,7533,4699,23.01
3398,2678,5964,7.21
3399,490,6870,6.82
3400,654,7071,5.56
3401,4358,6977,3.41
3402,5866,6096,6.51
3403,8297,1668,4.22
3404,4410,5598,5.24
3405,3356,9349,8.28
3406,6967,5745,17.11
3407,4313,6110,1.8
3408,8983,8422,8.41
3409,5963,370,6.88
3410,2379,2876,8.26
3411,4317,1474,0.18
3412,5258,7740,1.7
3413,5477,6993,1.0
3414,862,3410,8.32
3415,6127,6634,8.64
3416,9197,4050,10.38
3417,4656,560,4.11
3418,4322,4989,3.9
3419,3061,1236,0.14
3420,6762,3667,4.05
3421,5189,9124,5.68
3422,9369,2212,3.52
3423,760,9801,7.63
3424,6181,4244,4.83
3425,105,3136,6.71
3426,7405,4795,1.79
3427,9758,9191,5.28
3428,8138,3681,9.94
3429,7971,932,2.31
3430,8453,5981,9.13
3431,2849,3223,12.67
3432,7148,4117,6.15
3433,615,749,5.51
3434,4172,3188,13.82
3435,1841,7456,2.58
3436,4691,194,3.49
3437,9035,2331,17.91
3438,2963,257,1.29
3439,8258,4837,6.58
3440,682,577,12.43
3441,3074,8269,10.98
3442,7106,4862,20.79
3443,480,1932,10.51
3444,2437,8786,24.08
3445,1790,8790,8.85
3446,4236,2994,10.37
3447,4092,4045,7.06
3448,1084,1794,27.38
3449,8853,8631,6.52
3450,251,1251,9.62
3451,5524,632,7.7
3452,253,3319,11.46
3453,1979,2816,9.19
3454,2578,1657,7.57
3455,3648,2078,1.0
3456,881,1399,7.77
3457,1770,2708,2.15
3458,6669,1768,12.38
3459,4963,6588,4.81
3460,4364,1308,0.94
3461,5615,6592,0.21
3462,2026,5362,3.23
3463,6230,372,19.97
3464,7660,9916,7.52
3465,372,4846,2.72
3466,3437,414,2.28
3467,3385,425,14.45
3468,482,1452,16.81
3469,1408,1977,1.12
3470,882,7083,11.55
3471,9448,9398,1.52
3472,6251,9871,7.91
3473,2251,9783,15.5
3474,9569,3709,0.07
3475,1144,5612,7.55
3476,3317,121,7.33
3477,7206,1949,16.65
3478,4748,1222,2.89
3479,9988,1516,5.45
3480,5260,53,1.1
3481,8083,2894,0.76
3482,3212,1090,0.26
3483,1212,1195,18.44
3484,7937,586,11.1
3485,1646,7238,1.88
3486,8486,8622,10.94
3487,7541,6751,16.69
3488,709,1436,9.1
3489,8406,4102,8.96
3490,7372,5420,7.75
3491,6520,7671,0.67
3492,660,1719,4.45
3493,6113,9816,0.86
3494,5742,1735,4.87
3495,1135,6713,7.84
3496,6890,4770,0.08
3497,1798,7496,2.18
3498,640,1159,8.24
3499,622,6680,3.38
3500,8019,9815,4.43
3501,1900,2990,0.48
3502,823,4340,7.8
3503,1062,2905,6.74
3504,6894,1863,0.85
3505,1651,7478,1.92
3506,5398,6535,2.07
3507,1661,2286,10.92
3508,7022,4619,7.52
3509,3280,8468,18.85
3510,7244,6625,9.31
3511,9992,3010,4.66
3512,1588,6187,20.03
3513,9733,4220,2.59
3514,906,1846,9.81
3515,7784,8646,7.32
3516,643,5194,20.45
3517,7928,1620,11.49
3518,5914,2079,8.6
3519,7209,4372,1.97
3520,7745,5102,8.27
3521,9311,3866,7.23
3522,2152,8557,11.82
3523,3216,9397,2.53
3524,9144,5158,0.37
3525,419,3461,0.09
3526,7187,2256,8.29
3527,3391,2155,4.9
3528,1158,5960,1.81
3529,1910,8698,17.52
3530,4434,2010,11.97
3531,3138,9243,3.79
3532,9122,9688,2.93
3533,9640,2284,2.23
3534,488,1728,12.68
3535,4884,8327,20.92
3536,4286,9892,5.4
3537,3875,1597,3.76
3538,6872,8863,1.35
3539,2343,6848,7.18
3540,6487,7739,7.48
3541,6305,5165,5.31
3542,464,6353,6.73
3543,1520,8800,11.51
3544,3516,8902,15.01
3545,6544,7826,20.75
3546,6248,3926,17.23
3547,6674,7526,14.13
3548,755,7029,3.22
3549,4578,1995,8.79
3550,451,4496,27.02
3551,3629,5543,5.32
3552,4614,2967,5.06
3553,2988,1368,20.36
3554,6470,8831,1.47
3555,4349,7218,0.47
3556,7915,8456,12.96
3557,3714,3432,15.1
3558,3923,7373,10.98
3559,7415,4055,22.14
3560,7383,2131,0.82
3561,6047,1356,12.71
3562,9943,9678,5.47
3563,4206,7801,4.68
3564,5574,1396,14.72
3565,7741,2299,2.0
3566,1276,5061,0.46
3567,1574,7791,11.49
3568,8015,1299,14.57
3569,8114,1999,2.25
3570,745,5300,6.1
3571,1369,7048,5.64
3572,267,3084,0.44
3573,1221,4640,20.26
3574,5577,5094,13.64
3575,1697,8753,6.75
3576,2629,1890,2.17
3577,4472,5410,5.75
3578,3186,3301,1.88
3579,6471,4428,11.75
3580,2552,2601,1.78
3581,3690,5944,12.11
3582,8876,2510,9.02
3583,3416,4801,11.4
3584,1426,9775,10.5
3585,8157,5304,7.61
3586,5144,5549,23.7
3587,6534,532,13.29
3588,6960,3633,16.14
3589,4168,8497,15.96
3590,9832,4398,5.47
3591,8419,9155,1.83
3592,7117,6875,19.44
3593,1870,6284,1.55
3594,9575,8298,7.27
3595,7464,9194,17.04
3596,2578,6812,12.67
3597,4044,2843,2.96
3598,4526,3476,28.92
3599,753,536,13.02
3600,1526,3083,2.96
3601,5065,1321,0.56
3602,4038,4481,4.75
3603,9253,4136,11.49
3604,9958,4470,3.4
3605,571,1926,4.19
3606,1803,556,12.86
3607,7290,8739,2.31
3608,8373,7013,7.5
3609,2901,8318,1.77
3610,9892,2060,16.0
3611,9071,5892,5.75
3612,9061,9766,12.42
3613,3610,3799,3.04
3614,1530,182,0.47
3615,4687,6745,11.3
3616,4035,1645,5.34
3617,4023,5807,2.43
3618,2955,3603,10.95
3619,6754,9918,7.17
3620,8646,7448,9.96
3621,7348,1115,8.66
3622,8516,7178,6.78
3623,5045,2265,14.26
3624,8433,4375,13.61
3625,7069,8638,0.11
3626,8753,2069,10.42
3627,4222,5714,10.51
3628,4418,4742,18.02
3629,7005,9042,6.06
3630,1467,2449,6.56
3631,7976,949,0.59
3632,4318,3576,0.98
3633,2792,886,5.39
